-0.12909253881898694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.8935368577942966,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.339734412188057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.7694422916608773,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.6442684140247217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4575552693462371,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.8287153181298275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.3181402725597599,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.898540961950994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.11502173417420097,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.8763273844247393,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.30970217781213244,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.8994823322558203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.23811156806546785,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.9816803017463362,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05519671783776434
-0.8935368577942966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.572889912582828,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,-0.7694422916608773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.891826914108337,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,-0.4575552693462371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.4963514284214727,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,-0.3181402725597599,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.83299250966338,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,-0.11502173417420097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4.099547495873977,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,-0.30970217781213244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.33599294920566,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,-0.23811156806546785,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.818979055956566,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05519671783776434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.338769098147652
